person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
26,35000,RENT,3.0,MEDICAL,B,1800,11.36,0.05,N,3,no
32,93158,RENT,16.0,HOMEIMPROVEMENT,D,7800,16.29,0.08,N,6,no
35,68231,RENT,3.0,EDUCATION,C,22400,12.99,0.33,Y,7,yes
22,55000,RENT,5.0,PERSONAL,D,8000,15.31,0.15,N,4,yes
23,72000,MORTGAGE,0.0,PERSONAL,B,5000,11.86,0.07,N,2,no
43,142500,MORTGAGE,7.0,MEDICAL,B,20000,11.49,0.14,N,15,no
28,55000,RENT,3.0,VENTURE,C,5000,12.53,0.09,Y,5,no
33,140000,MORTGAGE,6.0,MEDICAL,A,13000,7.51,0.09,N,6,no
29,88000,RENT,6.0,EDUCATION,C,12000,12.53,0.14,N,5,no
31,33000,OWN,6.0,DEBTCONSOLIDATION,D,5000,14.96,0.15,N,6,no
23,45000,RENT,1.0,DEBTCONSOLIDATION,A,17625,8.9,0.39,N,4,yes
25,48996,RENT,9.0,MEDICAL,D,10000,14.54,0.2,Y,2,yes
25,51996,RENT,9.0,VENTURE,B,20000,10.99,0.38,N,3,yes
23,30000,RENT,0.0,VENTURE,B,7000,12.69,0.23,N,2,no
24,33900,RENT,3.0,EDUCATION,D,5500,17.58,0.16,N,2,no
25,62280,RENT,3.0,EDUCATION,A,15000,8.94,0.24,N,4,no
28,15000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,4000,15.37,0.27,N,10,yes
29,220000,MORTGAGE,13.0,DEBTCONSOLIDATION,B,8500,10.37,0.04,N,5,no
24,24148,RENT,1.0,EDUCATION,B,9975,11.48,0.41,N,4,yes
23,45000,RENT,3.0,DEBTCONSOLIDATION,A,5000,9.32,0.11,N,4,no
22,40000,RENT,1.0,PERSONAL,B,4000,12.69,0.1,N,4,no
25,30840,RENT,2.0,VENTURE,D,11200,17.27,0.36,N,4,yes
30,50000,RENT,4.0,VENTURE,C,20000,13.49,0.4,N,10,yes
28,24000,RENT,0.0,EDUCATION,B,5000,11.86,0.21,N,8,no
33,120000,RENT,1.0,PERSONAL,C,9150,13.99,0.08,N,5,no
31,95000,RENT,3.0,HOMEIMPROVEMENT,D,24000,13.67,0.25,Y,10,no
34,42000,RENT,5.0,MEDICAL,A,18825,7.9,0.45,N,9,yes
36,22000,MORTGAGE,0.0,EDUCATION,A,8000,6.99,0.36,N,17,no
22,45996,RENT,0.0,MEDICAL,D,3000,15.62,0.07,Y,2,yes
22,55000,MORTGAGE,6.0,EDUCATION,C,1400,13.49,0.03,N,3,no
28,25000,RENT,0.0,DEBTCONSOLIDATION,A,3000,5.42,0.12,N,6,no
25,52500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9000,7.88,0.17,N,4,no
22,59000,RENT,2.0,PERSONAL,B,21000,10.71,0.36,N,3,yes
25,43633,MORTGAGE,3.0,DEBTCONSOLIDATION,D,9000,15.62,0.21,N,3,yes
24,30000,MORTGAGE,4.0,MEDICAL,D,10000,15.99,0.33,Y,2,yes
25,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14500,10.65,0.28,N,4,no
28,105000,MORTGAGE,12.0,EDUCATION,A,7000,,0.07,N,10,no
25,102000,MORTGAGE,4.0,MEDICAL,B,25000,10.99,0.21,N,2,yes
25,75000,RENT,0.0,DEBTCONSOLIDATION,B,20000,10.38,0.27,N,2,no
23,49270,RENT,7.0,DEBTCONSOLIDATION,C,17500,13.85,0.36,N,4,yes
37,28800,MORTGAGE,3.0,VENTURE,A,4000,6.54,0.14,N,17,no
32,29000,RENT,0.0,EDUCATION,D,8000,18.25,0.28,N,6,yes
29,66000,RENT,4.0,EDUCATION,B,25000,11.48,0.38,N,10,yes
27,96000,RENT,7.0,HOMEIMPROVEMENT,B,7500,9.83,0.08,N,10,no
23,39000,RENT,1.0,VENTURE,D,7000,16.77,0.18,N,3,yes
27,47000,MORTGAGE,2.0,DEBTCONSOLIDATION,D,25000,14.96,0.53,Y,9,yes
34,31500,MORTGAGE,16.0,PERSONAL,B,6000,,0.19,N,8,no
23,76000,RENT,0.0,PERSONAL,D,7000,14.96,0.09,N,4,yes
24,60000,MORTGAGE,9.0,VENTURE,A,3000,7.51,0.05,N,4,no
24,78956,RENT,5.0,MEDICAL,B,35000,11.11,0.44,N,4,yes
24,136000,MORTGAGE,9.0,DEBTCONSOLIDATION,F,25000,19.13,0.18,N,3,yes
31,36400,MORTGAGE,0.0,VENTURE,D,8000,14.46,0.22,N,9,no
22,47000,RENT,3.0,DEBTCONSOLIDATION,B,6850,10.65,0.15,N,4,yes
27,48000,RENT,2.0,HOMEIMPROVEMENT,A,4000,6.03,0.08,N,6,yes
25,44000,MORTGAGE,7.0,PERSONAL,B,7500,10.08,0.17,N,2,yes
35,84000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15200,15.27,0.18,Y,7,yes
38,74000,RENT,9.0,EDUCATION,C,9000,12.84,0.12,N,12,no
29,30108,MORTGAGE,,EDUCATION,A,1400,8.9,0.05,N,9,yes
23,38400,MORTGAGE,2.0,DEBTCONSOLIDATION,D,15000,17.27,0.39,N,3,yes
22,46000,RENT,4.0,EDUCATION,A,5000,7.88,0.11,N,2,no
27,88000,RENT,4.0,DEBTCONSOLIDATION,B,20000,10.38,0.23,N,7,no
33,69000,MORTGAGE,17.0,EDUCATION,B,7200,10.74,0.1,N,7,no
29,54000,RENT,12.0,PERSONAL,B,10000,11.71,0.19,N,7,yes
29,82450,MORTGAGE,11.0,MEDICAL,E,7500,14.5,0.08,N,9,yes
47,80000,MORTGAGE,2.0,EDUCATION,A,10000,6.54,0.13,N,13,no
27,30000,RENT,5.0,MEDICAL,A,16000,7.9,0.53,N,8,yes
22,31800,RENT,,DEBTCONSOLIDATION,A,12000,5.42,0.38,N,2,yes
30,160000,MORTGAGE,4.0,EDUCATION,C,7000,13.98,0.04,N,5,no
26,30000,RENT,0.0,DEBTCONSOLIDATION,D,9000,15.65,0.3,Y,4,yes
27,60000,MORTGAGE,8.0,EDUCATION,A,2000,7.29,0.03,N,7,no
26,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,D,10000,,0.14,N,4,no
30,69000,RENT,0.0,HOMEIMPROVEMENT,A,1000,8.59,0.01,N,5,yes
24,97000,RENT,3.0,EDUCATION,D,8000,15.31,0.08,N,3,no
31,63372,RENT,7.0,PERSONAL,B,3000,,0.05,N,7,no
25,66000,RENT,9.0,VENTURE,D,25000,15.33,0.38,Y,2,yes
44,124800,RENT,1.0,PERSONAL,A,10875,7.14,0.09,N,14,no
29,31000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9950,7.9,0.32,N,6,no
23,32580,RENT,0.0,PERSONAL,B,10000,11.14,0.31,N,3,yes
22,41000,RENT,7.0,PERSONAL,A,4000,7.51,0.1,N,3,yes
25,144996,MORTGAGE,9.0,DEBTCONSOLIDATION,D,17600,14.84,0.12,N,3,yes
26,51600,RENT,1.0,EDUCATION,A,5000,8.94,0.1,N,2,yes
25,19200,RENT,3.0,DEBTCONSOLIDATION,B,6150,11.46,0.32,N,3,yes
44,117300,RENT,3.0,MEDICAL,A,2500,7.29,0.02,N,11,yes
26,78000,RENT,5.0,PERSONAL,C,6000,12.68,0.08,N,2,yes
29,33996,RENT,11.0,EDUCATION,C,4000,13.47,0.12,N,7,yes
28,39000,RENT,0.0,DEBTCONSOLIDATION,C,12000,12.53,0.31,Y,9,yes
24,73000,MORTGAGE,9.0,EDUCATION,E,25000,16.32,0.34,N,2,yes
61,78000,MORTGAGE,1.0,PERSONAL,D,8525,14.54,0.11,Y,27,yes
23,46000,RENT,1.0,EDUCATION,A,7000,7.4,0.15,N,4,no
52,52000,MORTGAGE,1.0,MEDICAL,A,17000,7.88,0.33,N,18,yes
30,59000,RENT,4.0,PERSONAL,A,4000,8.94,0.07,N,7,yes
22,47000,MORTGAGE,6.0,MEDICAL,B,24000,10.37,0.51,N,4,yes
25,21600,RENT,0.0,EDUCATION,C,4900,13.72,0.23,Y,2,no
30,30000,RENT,14.0,MEDICAL,C,12800,14.79,0.43,Y,9,yes
23,83600,RENT,7.0,DEBTCONSOLIDATION,A,15000,8.49,0.18,N,2,yes
22,90000,OWN,6.0,VENTURE,A,7000,7.14,0.08,N,4,no
37,59000,MORTGAGE,11.0,DEBTCONSOLIDATION,E,15000,17.99,0.25,N,12,yes
25,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,D,14000,14.42,0.11,N,4,no
30,51000,MORTGAGE,4.0,PERSONAL,B,2000,10.99,0.04,N,10,no
32,18000,OWN,0.0,VENTURE,A,4750,7.88,0.26,N,6,yes
26,20000,MORTGAGE,5.0,MEDICAL,A,4800,5.99,0.24,N,3,no
25,50000,RENT,3.0,VENTURE,D,16000,17.58,0.32,N,4,yes
23,72000,MORTGAGE,7.0,VENTURE,A,9000,6.76,0.13,N,2,no
31,57996,RENT,4.0,PERSONAL,D,4800,15.58,0.08,Y,9,yes
45,24600,RENT,8.0,EDUCATION,B,9000,10.65,0.37,N,14,yes
39,30000,MORTGAGE,14.0,MEDICAL,D,7200,14.96,0.24,Y,11,yes
26,12000,OWN,2.0,EDUCATION,A,6100,7.51,0.51,N,3,yes
21,32000,RENT,6.0,MEDICAL,D,12000,,0.38,Y,2,yes
22,70550,RENT,6.0,MEDICAL,D,15000,16.77,0.18,Y,2,yes
22,9600,RENT,,EDUCATION,B,1200,10.37,0.13,N,2,no
24,43200,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000,14.26,0.23,Y,4,no
30,130000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.49,0.08,N,10,no
44,39000,RENT,2.0,MEDICAL,B,12000,11.14,0.31,N,15,yes
39,100000,MORTGAGE,5.0,VENTURE,B,12000,,0.12,N,13,no
25,80000,RENT,8.0,DEBTCONSOLIDATION,D,5000,14.96,0.06,Y,4,yes
30,25536,RENT,,MEDICAL,C,12000,14.79,0.47,Y,10,yes
34,50000,RENT,1.0,EDUCATION,C,2400,13.49,0.05,Y,9,no
24,21600,RENT,0.0,DEBTCONSOLIDATION,C,6600,12.68,0.31,N,4,yes
36,45344,MORTGAGE,11.0,EDUCATION,A,16750,7.88,0.37,N,13,no
21,55438,RENT,4.0,VENTURE,C,19400,13.49,0.35,N,2,yes
27,74700,MORTGAGE,7.0,HOMEIMPROVEMENT,B,5000,11.49,0.07,N,6,yes
22,20000,RENT,1.0,DEBTCONSOLIDATION,B,6500,10.99,0.33,N,2,yes
31,15456,MORTGAGE,1.0,PERSONAL,A,4000,8.9,0.26,N,5,yes
29,31100,RENT,2.0,DEBTCONSOLIDATION,B,5000,9.63,0.16,N,8,no
24,33000,RENT,2.0,VENTURE,F,7750,,0.23,N,2,yes
36,64064,MORTGAGE,4.0,VENTURE,B,9500,,0.15,N,15,no
24,63000,OWN,0.0,HOMEIMPROVEMENT,A,17600,8.94,0.28,N,4,no
24,19000,OWN,3.0,MEDICAL,C,7400,13.85,0.39,N,2,yes
21,18000,OWN,3.0,HOMEIMPROVEMENT,D,4900,14.54,0.27,Y,4,yes
23,78000,RENT,4.0,PERSONAL,C,24000,13.92,0.31,N,3,yes
26,83500,MORTGAGE,0.0,MEDICAL,A,6500,8.59,0.08,N,2,no
29,56964,RENT,12.0,DEBTCONSOLIDATION,A,18000,,0.32,N,8,yes
26,38000,RENT,4.0,MEDICAL,B,8000,12.69,0.21,N,4,no
44,67920,RENT,13.0,HOMEIMPROVEMENT,A,32400,,0.48,N,13,yes
38,18000,RENT,4.0,EDUCATION,C,3000,13.23,0.17,Y,14,yes
32,35000,MORTGAGE,4.0,EDUCATION,A,10000,6.03,0.29,N,6,no
22,100000,MORTGAGE,7.0,PERSONAL,A,6000,8.49,0.06,N,2,no
31,37000,RENT,3.0,PERSONAL,A,13000,6.92,0.35,N,6,yes
25,60000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,4000,12.69,0.07,N,2,no
25,77954,RENT,9.0,DEBTCONSOLIDATION,D,11550,16.77,0.15,N,2,yes
28,68666,RENT,7.0,DEBTCONSOLIDATION,B,21000,12.69,0.31,N,8,yes
29,59000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,9.76,0.25,N,8,yes
29,21000,RENT,7.0,MEDICAL,C,7000,13.72,0.33,N,10,yes
27,57000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,3000,7.51,0.05,N,5,no
31,100000,MORTGAGE,0.0,VENTURE,C,20000,13.48,0.2,Y,6,no
26,30000,RENT,1.0,MEDICAL,E,6000,15.45,0.2,N,4,yes
31,32496,MORTGAGE,2.0,PERSONAL,B,1800,9.63,0.06,N,10,no
24,45000,RENT,1.0,PERSONAL,C,16425,13.49,0.36,Y,2,yes
28,11340,OWN,,DEBTCONSOLIDATION,A,2325,6.39,0.21,N,7,yes
34,44000,RENT,0.0,PERSONAL,E,6000,16.45,0.14,N,10,yes
40,115000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.11,0.09,N,11,yes
23,57700,MORTGAGE,7.0,PERSONAL,B,3500,10.65,0.06,N,4,no
28,29004,RENT,0.0,PERSONAL,E,4000,16.45,0.14,N,10,yes
27,28000,RENT,8.0,MEDICAL,A,12000,7.51,0.43,N,9,yes
23,50000,RENT,1.0,DEBTCONSOLIDATION,A,25000,7.9,0.5,N,3,yes
36,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,14500,5.42,0.12,N,13,no
23,65000,OWN,6.0,PERSONAL,B,6000,10.65,0.09,N,2,no
23,54000,RENT,5.0,DEBTCONSOLIDATION,D,6000,15.62,0.11,Y,4,yes
30,60000,RENT,0.0,MEDICAL,A,8000,7.66,0.13,N,5,no
27,116000,OWN,3.0,MEDICAL,A,6000,7.29,0.05,N,7,no
22,40000,RENT,3.0,EDUCATION,B,12000,11.89,0.3,N,3,no
24,88000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,24000,19.69,0.27,N,2,yes
32,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,12000,10.65,0.16,N,5,no
44,85280,MORTGAGE,4.0,PERSONAL,B,7000,10.62,0.08,N,12,no
29,40000,RENT,1.0,HOMEIMPROVEMENT,C,10000,13.16,0.25,N,7,yes
27,112548,MORTGAGE,11.0,VENTURE,A,24000,,0.21,N,5,no
31,24000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.99,0.21,N,6,yes
22,33000,RENT,2.0,DEBTCONSOLIDATION,B,7000,,0.21,N,2,no
26,71000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6000,15.62,0.08,N,3,no
22,16800,MORTGAGE,0.0,DEBTCONSOLIDATION,C,4750,13.85,0.28,Y,4,yes
33,50800,RENT,16.0,VENTURE,E,10000,16.4,0.2,Y,10,no
29,72500,MORTGAGE,2.0,MEDICAL,C,7000,13.79,0.1,Y,8,no
29,70000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,6500,7.88,0.09,N,9,no
40,73000,RENT,2.0,VENTURE,D,9975,16.29,0.14,Y,16,yes
25,100000,MORTGAGE,2.0,VENTURE,C,16000,14.79,0.16,Y,2,no
25,29360,MORTGAGE,5.0,PERSONAL,B,8875,12.69,0.3,N,3,yes
28,40000,RENT,2.0,PERSONAL,B,14000,11.89,0.35,N,5,yes
24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,,0.21,N,3,no
24,12600,RENT,2.0,VENTURE,C,2500,13.11,0.2,Y,2,yes
27,37793,RENT,11.0,VENTURE,B,17625,12.69,0.47,N,7,yes
33,46000,MORTGAGE,8.0,PERSONAL,B,14300,9.91,0.31,N,6,yes
29,40000,RENT,3.0,MEDICAL,B,14150,12.69,0.35,N,5,yes
36,140004,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,6.92,0.07,N,11,no
30,30000,RENT,11.0,MEDICAL,B,1000,,0.03,N,10,yes
23,33000,RENT,5.0,PERSONAL,B,5000,10.62,0.15,N,2,no
26,19200,OWN,7.0,PERSONAL,A,4500,7.88,0.23,N,3,yes
28,78000,MORTGAGE,12.0,MEDICAL,B,12000,10.99,0.15,N,10,no
24,40000,RENT,5.0,EDUCATION,B,8000,9.88,0.2,N,2,yes
24,32004,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.23,0.16,N,2,no
21,18000,RENT,2.0,HOMEIMPROVEMENT,C,5800,14.72,0.32,Y,2,yes
25,28800,OWN,3.0,VENTURE,C,6000,,0.21,Y,3,no
25,55000,MORTGAGE,9.0,VENTURE,B,5000,9.91,0.09,N,4,no
23,24000,OWN,5.0,EDUCATION,B,7000,11.86,0.29,N,4,no
24,35000,RENT,8.0,PERSONAL,A,5000,7.88,0.14,N,3,no
37,26400,RENT,0.0,MEDICAL,E,10000,19.03,0.38,Y,12,yes
40,45000,RENT,15.0,EDUCATION,B,24000,10.65,0.53,N,11,yes
25,75000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,12000,,0.16,Y,3,no
28,97000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.49,0.06,N,10,no
37,30000,RENT,6.0,MEDICAL,B,6500,10.37,0.22,N,11,no
33,90000,MORTGAGE,5.0,PERSONAL,A,11400,6.62,0.13,N,8,no
22,32244,RENT,2.0,VENTURE,B,11100,12.21,0.34,N,3,yes
38,117400,MORTGAGE,7.0,PERSONAL,B,16000,10.75,0.14,N,16,no
23,28000,MORTGAGE,4.0,HOMEIMPROVEMENT,D,5225,14.84,0.19,N,2,yes
43,54000,RENT,0.0,HOMEIMPROVEMENT,D,9000,15.65,0.17,Y,16,yes
22,39600,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.71,0.25,N,2,no
29,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,1500,6.03,0.03,N,9,no
31,52000,RENT,4.0,VENTURE,B,10000,11.83,0.19,N,7,no
33,89004,RENT,2.0,PERSONAL,F,20000,17.58,0.22,Y,6,yes
25,75000,RENT,4.0,PERSONAL,B,4000,11.49,0.05,N,2,no
23,19250,RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,0.32,N,2,yes
29,47256,RENT,5.0,VENTURE,A,12000,7.29,0.25,N,8,no
23,85000,MORTGAGE,0.0,EDUCATION,C,11000,14.27,0.13,N,4,no
35,50000,RENT,4.0,EDUCATION,B,10000,9.91,0.2,N,7,no
32,36000,RENT,4.0,MEDICAL,D,6000,16.07,0.17,Y,10,yes
31,49000,RENT,2.0,MEDICAL,B,3850,9.62,0.08,N,6,no
32,50880,RENT,6.0,PERSONAL,F,15000,20.25,0.29,Y,5,no
23,78504,RENT,7.0,VENTURE,B,25000,10.74,0.32,N,3,yes
27,56500,RENT,2.0,HOMEIMPROVEMENT,D,14000,13.87,0.25,N,8,yes
26,16000,RENT,1.0,VENTURE,D,2450,,0.15,Y,2,yes
23,100000,RENT,4.0,EDUCATION,B,4150,10.65,0.04,N,4,no
28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,N,9,no
48,55000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,10000,,0.18,Y,11,no
32,150000,MORTGAGE,16.0,PERSONAL,A,6000,7.49,0.04,N,9,no
24,98000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,16000,14.79,0.16,Y,2,yes
26,138000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7500,6.03,0.05,N,3,no
24,39000,RENT,1.0,DEBTCONSOLIDATION,D,10000,14.11,0.26,N,3,yes
23,39000,RENT,1.0,PERSONAL,B,16000,11.36,0.41,N,3,yes
25,26000,MORTGAGE,3.0,EDUCATION,B,3825,11.71,0.15,N,2,no
23,30000,RENT,8.0,EDUCATION,A,10625,6.92,0.35,N,4,yes
32,85000,RENT,4.0,PERSONAL,A,24000,7.9,0.28,N,6,no
26,30000,RENT,5.0,DEBTCONSOLIDATION,C,15000,12.84,0.5,N,3,yes
35,69000,MORTGAGE,2.0,VENTURE,D,25500,17.27,0.37,N,5,yes
24,49000,OTHER,1.0,PERSONAL,C,20000,11.34,0.41,Y,4,yes
22,19200,MORTGAGE,3.0,EDUCATION,D,5000,15.33,0.26,Y,2,yes
24,30000,RENT,0.0,MEDICAL,C,4600,,0.15,Y,2,no
28,62000,RENT,2.0,MEDICAL,C,12800,13.16,0.21,Y,5,no
31,73000,RENT,1.0,HOMEIMPROVEMENT,D,20000,15.05,0.27,Y,5,yes
25,61680,RENT,1.0,VENTURE,C,7600,13.23,0.12,N,4,yes
36,41000,RENT,1.0,PERSONAL,A,7000,9.63,0.17,N,14,no
52,36000,RENT,8.0,DEBTCONSOLIDATION,B,11200,12.18,0.31,N,29,yes
37,32000,RENT,4.0,MEDICAL,C,10000,13.79,0.31,N,14,yes
24,100300,MORTGAGE,2.0,MEDICAL,D,30000,14.91,0.25,Y,3,yes
23,70000,RENT,1.0,PERSONAL,B,17000,8.88,0.24,N,3,no
38,85900,RENT,6.0,DEBTCONSOLIDATION,B,10000,12.53,0.12,N,13,no
22,8000,RENT,0.0,VENTURE,A,5400,7.75,0.68,N,4,yes
26,58000,RENT,5.0,DEBTCONSOLIDATION,B,12000,9.91,0.21,N,3,no
21,44000,MORTGAGE,5.0,MEDICAL,D,6000,12.61,0.14,N,3,yes
30,38168,RENT,5.0,PERSONAL,B,7500,9.76,0.2,N,6,no
22,34000,RENT,2.0,EDUCATION,D,10000,,0.29,Y,3,yes
30,108800,MORTGAGE,2.0,MEDICAL,E,15000,16.35,0.12,N,8,yes
37,14400,RENT,2.0,PERSONAL,A,6950,7.66,0.48,N,13,yes
25,36000,RENT,6.0,PERSONAL,B,15000,,0.42,N,4,yes
30,68803,RENT,3.0,MEDICAL,A,2000,6.17,0.03,N,10,no
28,43344,MORTGAGE,4.0,PERSONAL,B,10000,11.12,0.23,N,9,no
24,138000,RENT,4.0,PERSONAL,C,5000,13.23,0.04,Y,4,yes
27,65000,MORTGAGE,11.0,VENTURE,B,4500,11.99,0.07,N,10,no
32,77000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,23000,11.49,0.3,N,6,yes
22,57996,MORTGAGE,2.0,VENTURE,B,2500,12.53,0.04,N,3,no
23,80004,MORTGAGE,2.0,VENTURE,B,19000,10.62,0.24,N,2,no
50,54996,RENT,0.0,DEBTCONSOLIDATION,C,5000,13.47,0.09,N,14,no
35,22608,RENT,1.0,EDUCATION,C,3500,14.22,0.15,N,9,no
26,75000,RENT,4.0,EDUCATION,B,14000,11.11,0.19,N,4,no
29,78132,MORTGAGE,11.0,DEBTCONSOLIDATION,D,25000,15.33,0.32,Y,6,yes
23,80000,RENT,4.0,PERSONAL,A,6475,6.99,0.08,N,3,yes
23,41000,RENT,5.0,EDUCATION,A,9500,7.88,0.23,N,2,no
23,45000,RENT,5.0,PERSONAL,A,15000,7.49,0.33,N,4,yes
21,14400,RENT,2.0,MEDICAL,C,3000,13.43,0.21,Y,3,yes
34,30636,RENT,4.0,DEBTCONSOLIDATION,B,10000,10.37,0.33,N,10,yes
30,11292,RENT,,MEDICAL,A,2100,6.76,0.19,N,6,yes
23,49000,MORTGAGE,7.0,VENTURE,C,4000,13.99,0.08,N,4,no
22,52000,MORTGAGE,6.0,VENTURE,D,6000,,0.12,Y,3,yes
25,63996,RENT,9.0,DEBTCONSOLIDATION,D,14000,14.42,0.22,Y,2,yes
27,40000,RENT,4.0,PERSONAL,D,10000,,0.25,Y,6,no
48,60000,MORTGAGE,8.0,MEDICAL,B,8000,10.37,0.13,N,17,no
27,54590,RENT,9.0,VENTURE,B,8000,11.49,0.15,N,6,no
23,46500,RENT,0.0,MEDICAL,D,8400,16.89,0.18,Y,3,yes
25,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,10000,11.26,0.29,N,3,no
22,50508,RENT,5.0,VENTURE,A,6000,5.42,0.12,N,3,no
22,33996,RENT,1.0,DEBTCONSOLIDATION,B,8000,10.51,0.24,N,3,yes
32,90301,MORTGAGE,2.0,VENTURE,C,15000,13.47,0.17,Y,6,no
22,95000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,12000,10.99,0.13,N,4,no
26,238000,MORTGAGE,2.0,EDUCATION,B,25000,9.25,0.11,N,4,yes
22,36000,OWN,2.0,EDUCATION,B,14000,11.26,0.39,N,4,no
39,68000,RENT,1.0,EDUCATION,C,5000,13.49,0.07,Y,11,no
29,51000,RENT,2.0,MEDICAL,A,6000,7.29,0.12,N,10,no
32,13200,RENT,2.0,PERSONAL,A,3800,7.29,0.29,N,9,yes
23,60000,OWN,1.0,VENTURE,B,2000,11.12,0.03,N,4,no
28,37000,RENT,2.0,VENTURE,B,4500,11.11,0.12,N,6,no
23,102000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000,,0.06,Y,3,no
24,21600,RENT,0.0,EDUCATION,C,6600,12.68,0.31,Y,4,yes
21,34500,RENT,5.0,EDUCATION,A,10500,8.49,0.3,N,3,yes
24,36000,RENT,1.0,DEBTCONSOLIDATION,A,3600,7.29,0.1,N,2,no
29,80000,RENT,0.0,PERSONAL,B,1500,12.42,0.02,N,9,no
22,60350,RENT,1.0,MEDICAL,D,25000,15.95,0.35,N,4,yes
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0.1,N,4,no
24,54000,RENT,0.0,PERSONAL,G,16750,20.11,0.31,Y,2,yes
21,11520,OWN,5.0,MEDICAL,B,2000,11.12,0.17,N,3,yes
24,25920,OWN,4.0,EDUCATION,D,3250,15.99,0.13,Y,4,no
38,30132,RENT,,MEDICAL,C,3000,13.85,0.1,Y,14,yes
27,140000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,10000,,0.07,N,6,no
25,69000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,15900,13.22,0.23,Y,3,no
29,55000,MORTGAGE,0.0,VENTURE,C,5000,12.73,0.09,Y,7,yes
24,33000,RENT,2.0,DEBTCONSOLIDATION,A,13300,7.66,0.4,N,4,yes
23,120000,MORTGAGE,2.0,EDUCATION,A,6000,6.76,0.05,N,3,no
24,85000,OWN,2.0,EDUCATION,B,27500,11.99,0.32,N,2,no
33,116000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,5000,12.99,0.04,N,5,yes
25,32000,RENT,7.0,DEBTCONSOLIDATION,A,11000,7.66,0.34,N,3,yes
34,65000,MORTGAGE,3.0,EDUCATION,E,10000,,0.15,N,8,no
24,44000,RENT,0.0,PERSONAL,A,2000,8.0,0.05,N,4,yes
24,87500,MORTGAGE,8.0,MEDICAL,A,10000,6.17,0.11,N,4,no
21,18864,RENT,0.0,HOMEIMPROVEMENT,B,3000,10.99,0.16,N,4,yes
22,38004,RENT,6.0,VENTURE,B,10000,10.74,0.26,N,3,no
24,53000,MORTGAGE,6.0,MEDICAL,D,5000,15.62,0.09,N,4,yes
22,30000,RENT,4.0,EDUCATION,B,10000,11.86,0.33,N,2,yes
22,39000,RENT,4.0,MEDICAL,B,14000,10.37,0.36,N,3,yes
22,70000,RENT,4.0,EDUCATION,A,7550,7.51,0.11,N,3,no
29,32000,RENT,6.0,MEDICAL,C,10800,13.57,0.34,N,5,yes
23,57800,RENT,2.0,MEDICAL,B,6000,10.99,0.09,N,4,yes
28,98000,RENT,6.0,EDUCATION,A,4000,7.51,0.04,N,7,yes
25,57300,RENT,2.0,HOMEIMPROVEMENT,C,10400,11.66,0.18,Y,4,no
29,50000,OWN,8.0,VENTURE,B,9725,12.12,0.19,N,7,no
24,75000,MORTGAGE,5.0,EDUCATION,C,7200,,0.1,Y,3,no
33,45000,RENT,2.0,MEDICAL,B,8500,10.62,0.19,N,6,no
29,44000,RENT,0.0,PERSONAL,B,15000,11.86,0.34,N,9,yes
